Pattern_name,total_count,ben_counts,mal_counts,ben_percent,mal_percent,percent_diff_ben,percent_diff_mal
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegCloseKey'),335,52,283,0.764705882,0.884375,0,0.119669118
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExW'; 'RegCloseKey'; 'LoadLibraryA'),327,49,278,0.720588235,0.86875,0,0.148161765
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExW'; 'RegCloseKey'),341,52,289,0.764705882,0.903125,0,0.138419118
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExW'; 'LoadLibraryA'; 'RegQueryValueExW'),317,47,270,0.691176471,0.84375,0,0.152573529
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExW'; 'LoadLibraryA'; 'RegCloseKey'),320,49,271,0.720588235,0.846875,0,0.126286765
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExW'; 'LoadLibraryA'),327,49,278,0.720588235,0.86875,0,0.148161765
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExW'),343,52,291,0.764705882,0.909375,0,0.144669118
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegQueryValueExW'),325,53,272,0.779411765,0.85,0,0.070588235
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegOpenKeyExW'),311,49,262,0.720588235,0.81875,0,0.098161765
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegOpenKeyExA'),316,53,263,0.779411765,0.821875,0,0.042463235
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegCloseKey'),330,53,277,0.779411765,0.865625,0,0.086213235
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'LoadLibraryA'),321,51,270,0.75,0.84375,0,0.09375
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'RegQueryValueExW'),330,53,277,0.779411765,0.865625,0,0.086213235
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegQueryValueExW'),324,50,274,0.735294118,0.85625,0,0.120955882
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExW'),318,49,269,0.720588235,0.840625,0,0.120036765
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'),314,51,263,0.75,0.821875,0,0.071875
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'),329,51,278,0.75,0.86875,0,0.11875
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'RegOpenKeyExW'; 'LoadLibraryA'),321,49,272,0.720588235,0.85,0,0.129411765
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'RegOpenKeyExW'),331,51,280,0.75,0.875,0,0.125
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegQueryValueExW'),313,51,262,0.75,0.81875,0,0.06875
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegOpenKeyExW'),312,50,262,0.735294118,0.81875,0,0.083455882
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegOpenKeyExA'),323,54,269,0.794117647,0.840625,0,0.046507353
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegCloseKey'),324,54,270,0.794117647,0.84375,0,0.049632353
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'RegOpenKeyExA'; 'LoadLibraryA'),312,52,260,0.764705882,0.8125,0,0.047794118
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'RegOpenKeyExA'),329,54,275,0.794117647,0.859375,0,0.065257353
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'RegCloseKey'; 'RegQueryValueExW'),328,53,275,0.779411765,0.859375,0,0.079963235
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'RegCloseKey'; 'RegOpenKeyExW'),322,50,272,0.735294118,0.85,0,0.114705882
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'RegCloseKey'; 'RegOpenKeyExA'),328,54,274,0.794117647,0.85625,0,0.062132353
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'RegCloseKey'; 'RegCloseKey'),336,54,282,0.794117647,0.88125,0,0.087132353
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'RegCloseKey'; 'LoadLibraryA'),326,52,274,0.764705882,0.85625,0,0.091544118
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'RegCloseKey'),343,54,289,0.794117647,0.903125,0,0.109007353
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'LoadLibraryA'; 'RegQueryValueExW'),320,51,269,0.75,0.840625,0,0.090625
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'LoadLibraryA'; 'RegOpenKeyExW'),318,49,269,0.720588235,0.840625,0,0.120036765
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'LoadLibraryA'; 'RegCloseKey'),321,52,269,0.764705882,0.840625,0,0.075919118
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'; 'LoadLibraryA'),328,52,276,0.764705882,0.8625,0,0.097794118
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegOpenKeyExA'),345,54,291,0.794117647,0.909375,0,0.115257353
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegEnumValueW'; 'RegQueryValueExW'; 'RegQueryValueExW'),312,50,262,0.735294118,0.81875,0,0.083455882
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegEnumValueW'; 'RegQueryValueExW'; 'RegCloseKey'),314,50,264,0.735294118,0.825,0,0.089705882
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegEnumValueW'; 'RegQueryValueExW'),315,50,265,0.735294118,0.828125,0,0.092830882
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegEnumValueW'; 'RegOpenKeyExA'; 'RegQueryValueExW'),312,50,262,0.735294118,0.81875,0,0.083455882
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegEnumValueW'; 'RegOpenKeyExA'; 'RegCloseKey'),320,53,267,0.779411765,0.834375,0,0.054963235
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegEnumValueW'; 'RegOpenKeyExA'),321,53,268,0.779411765,0.8375,0,0.058088235
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegEnumValueW'; 'RegCloseKey'; 'RegQueryValueExW'),315,50,265,0.735294118,0.828125,0,0.092830882
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegEnumValueW'; 'RegCloseKey'; 'RegOpenKeyExA'),321,53,268,0.779411765,0.8375,0,0.058088235
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegEnumValueW'; 'RegCloseKey'; 'RegCloseKey'),321,53,268,0.779411765,0.8375,0,0.058088235
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegEnumValueW'; 'RegCloseKey'),323,53,270,0.779411765,0.84375,0,0.064338235
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegEnumValueW'),323,53,270,0.779411765,0.84375,0,0.064338235
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegQueryValueExW'; 'RegQueryValueExW'),337,54,283,0.794117647,0.884375,0,0.090257353
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegQueryValueExW'; 'RegOpenKeyExW'),319,49,270,0.720588235,0.84375,0,0.123161765
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegQueryValueExW'; 'RegOpenKeyExA'),324,53,271,0.779411765,0.846875,0,0.067463235
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegQueryValueExW'; 'RegCloseKey'),342,54,288,0.794117647,0.9,0,0.105882353
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegQueryValueExW'; 'LoadLibraryA'),326,51,275,0.75,0.859375,0,0.109375
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegQueryValueExW'),342,54,288,0.794117647,0.9,0,0.105882353
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegOpenKeyExW'; 'RegQueryValueExW'),330,50,280,0.735294118,0.875,0,0.139705882
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegOpenKeyExW'; 'RegOpenKeyExW'),322,49,273,0.720588235,0.853125,0,0.132536765
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegOpenKeyExW'; 'RegOpenKeyExA'),320,50,270,0.735294118,0.84375,0,0.108455882
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegOpenKeyExW'; 'RegCloseKey'),337,51,286,0.75,0.89375,0,0.14375
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegOpenKeyExW'; 'LoadLibraryA'),325,48,277,0.705882353,0.865625,0,0.159742647
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegOpenKeyExW'),338,51,287,0.75,0.896875,0,0.146875
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegOpenKeyExA'; 'RegQueryValueExW'),327,51,276,0.75,0.8625,0,0.1125
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegOpenKeyExA'; 'RegOpenKeyExW'),325,50,275,0.735294118,0.859375,0,0.124080882
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegOpenKeyExA'; 'RegOpenKeyExA'),328,54,274,0.794117647,0.85625,0,0.062132353
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegOpenKeyExA'; 'RegCloseKey'),339,54,285,0.794117647,0.890625,0,0.096507353
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegOpenKeyExA'; 'LoadLibraryA'),324,52,272,0.764705882,0.85,0,0.085294118
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegOpenKeyExA'),340,54,286,0.794117647,0.89375,0,0.099632353
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegCloseKey'; 'RegQueryValueExW'),338,54,284,0.794117647,0.8875,0,0.093382353
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegCloseKey'; 'RegOpenKeyExW'),323,50,273,0.735294118,0.853125,0,0.117830882
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegCloseKey'; 'RegOpenKeyExA'),331,54,277,0.794117647,0.865625,0,0.071507353
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegCloseKey'; 'RegCloseKey'),344,55,289,0.808823529,0.903125,0,0.094301471
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegCloseKey'; 'LoadLibraryA'),330,52,278,0.764705882,0.86875,0,0.104044118
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegCloseKey'; 'HeapFree'),311,46,265,0.676470588,0.828125,0,0.151654412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegCloseKey'; 'HeapAlloc'),311,46,265,0.676470588,0.828125,0,0.151654412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'RegCloseKey'),350,55,295,0.808823529,0.921875,0,0.113051471
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'LoadLibraryA'; 'RegQueryValueExW'),324,51,273,0.75,0.853125,0,0.103125
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'LoadLibraryA'; 'RegOpenKeyExW'),322,48,274,0.705882353,0.85625,0,0.150367647
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'LoadLibraryA'; 'RegOpenKeyExA'),315,52,263,0.764705882,0.821875,0,0.057169118
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'LoadLibraryA'; 'RegCloseKey'),326,52,274,0.764705882,0.85625,0,0.091544118
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'LoadLibraryA'),334,52,282,0.764705882,0.88125,0,0.116544118
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'HeapFree'; 'RegCloseKey'),311,46,265,0.676470588,0.828125,0,0.151654412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'HeapFree'; 'HeapFree'),314,46,268,0.676470588,0.8375,0,0.161029412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'HeapFree'; 'HeapAlloc'),314,46,268,0.676470588,0.8375,0,0.161029412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'HeapFree'),314,46,268,0.676470588,0.8375,0,0.161029412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'HeapAlloc'; 'RegCloseKey'),311,46,265,0.676470588,0.828125,0,0.151654412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'HeapAlloc'; 'HeapFree'),314,46,268,0.676470588,0.8375,0,0.161029412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'HeapAlloc'; 'HeapAlloc'),315,46,269,0.676470588,0.840625,0,0.164154412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'; 'HeapAlloc'),315,46,269,0.676470588,0.840625,0,0.164154412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'RegCloseKey'),353,55,298,0.808823529,0.93125,0,0.122426471
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'LocalFree'; 'HeapFree'; 'HeapFree'),312,46,266,0.676470588,0.83125,0,0.154779412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'LocalFree'; 'HeapFree'; 'HeapAlloc'),312,46,266,0.676470588,0.83125,0,0.154779412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'LocalFree'; 'HeapFree'),312,46,266,0.676470588,0.83125,0,0.154779412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'LocalFree'; 'HeapAlloc'; 'HeapFree'),312,46,266,0.676470588,0.83125,0,0.154779412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'LocalFree'; 'HeapAlloc'; 'HeapAlloc'),312,46,266,0.676470588,0.83125,0,0.154779412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'LocalFree'; 'HeapAlloc'),312,46,266,0.676470588,0.83125,0,0.154779412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'LocalFree'),313,46,267,0.676470588,0.834375,0,0.157904412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'LoadLibraryA'; 'RegQueryValueExW'; 'RegQueryValueExW'),323,52,271,0.764705882,0.846875,0,0.082169118
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'LoadLibraryA'; 'RegQueryValueExW'; 'RegOpenKeyExA'),311,51,260,0.75,0.8125,0,0.0625
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'LoadLibraryA'; 'RegQueryValueExW'; 'RegCloseKey'),326,52,274,0.764705882,0.85625,0,0.091544118
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'LoadLibraryA'; 'RegQueryValueExW'),326,52,274,0.764705882,0.85625,0,0.091544118
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'LoadLibraryA'; 'RegOpenKeyExW'; 'RegQueryValueExW'),321,49,272,0.720588235,0.85,0,0.129411765
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'LoadLibraryA'; 'RegOpenKeyExW'; 'RegCloseKey'),325,50,275,0.735294118,0.859375,0,0.124080882
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'LoadLibraryA'; 'RegOpenKeyExW'),325,50,275,0.735294118,0.859375,0,0.124080882
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'LoadLibraryA'; 'RegOpenKeyExA'; 'RegOpenKeyExA'),315,52,263,0.764705882,0.821875,0,0.057169118
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'LoadLibraryA'; 'RegOpenKeyExA'; 'RegCloseKey'),316,52,264,0.764705882,0.825,0,0.060294118
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'LoadLibraryA'; 'RegOpenKeyExA'),318,52,266,0.764705882,0.83125,0,0.066544118
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'LoadLibraryA'; 'RegCloseKey'; 'RegQueryValueExW'),326,52,274,0.764705882,0.85625,0,0.091544118
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'LoadLibraryA'; 'RegCloseKey'; 'RegOpenKeyExW'),315,49,266,0.720588235,0.83125,0,0.110661765
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'LoadLibraryA'; 'RegCloseKey'; 'RegOpenKeyExA'),315,52,263,0.764705882,0.821875,0,0.057169118
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'LoadLibraryA'; 'RegCloseKey'; 'RegCloseKey'),328,53,275,0.779411765,0.859375,0,0.079963235
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'LoadLibraryA'; 'RegCloseKey'),328,53,275,0.779411765,0.859375,0,0.079963235
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'LoadLibraryA'),336,53,283,0.779411765,0.884375,0,0.104963235
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapFree'; 'RegCloseKey'; 'HeapFree'),312,46,266,0.676470588,0.83125,0,0.154779412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapFree'; 'RegCloseKey'; 'HeapAlloc'),312,46,266,0.676470588,0.83125,0,0.154779412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapFree'; 'RegCloseKey'),312,46,266,0.676470588,0.83125,0,0.154779412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapFree'; 'LocalFree'; 'HeapFree'),311,46,265,0.676470588,0.828125,0,0.151654412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapFree'; 'LocalFree'; 'HeapAlloc'),311,46,265,0.676470588,0.828125,0,0.151654412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapFree'; 'LocalFree'),312,46,266,0.676470588,0.83125,0,0.154779412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapFree'; 'HeapFree'; 'RegCloseKey'),311,46,265,0.676470588,0.828125,0,0.151654412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapFree'; 'HeapFree'; 'HeapFree'),316,46,270,0.676470588,0.84375,0,0.167279412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapFree'; 'HeapFree'; 'HeapAlloc'),316,46,270,0.676470588,0.84375,0,0.167279412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapFree'; 'HeapFree'),316,46,270,0.676470588,0.84375,0,0.167279412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapFree'; 'HeapAlloc'; 'RegCloseKey'),311,46,265,0.676470588,0.828125,0,0.151654412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapFree'; 'HeapAlloc'; 'HeapFree'),316,46,270,0.676470588,0.84375,0,0.167279412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapFree'; 'HeapAlloc'; 'HeapAlloc'),316,46,270,0.676470588,0.84375,0,0.167279412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapFree'; 'HeapAlloc'),316,46,270,0.676470588,0.84375,0,0.167279412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapFree'),316,46,270,0.676470588,0.84375,0,0.167279412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapAlloc'; 'RegCloseKey'; 'HeapFree'),312,46,266,0.676470588,0.83125,0,0.154779412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapAlloc'; 'RegCloseKey'; 'HeapAlloc'),313,46,267,0.676470588,0.834375,0,0.157904412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapAlloc'; 'RegCloseKey'),313,46,267,0.676470588,0.834375,0,0.157904412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapAlloc'; 'LocalFree'; 'HeapFree'),312,46,266,0.676470588,0.83125,0,0.154779412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapAlloc'; 'LocalFree'; 'HeapAlloc'),312,46,266,0.676470588,0.83125,0,0.154779412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapAlloc'; 'LocalFree'),313,46,267,0.676470588,0.834375,0,0.157904412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapAlloc'; 'HeapFree'; 'RegCloseKey'),312,46,266,0.676470588,0.83125,0,0.154779412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapAlloc'; 'HeapFree'; 'LocalFree'),312,46,266,0.676470588,0.83125,0,0.154779412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapAlloc'; 'HeapFree'; 'HeapFree'),316,46,270,0.676470588,0.84375,0,0.167279412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapAlloc'; 'HeapFree'; 'HeapAlloc'),316,46,270,0.676470588,0.84375,0,0.167279412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapAlloc'; 'HeapFree'),316,46,270,0.676470588,0.84375,0,0.167279412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapAlloc'; 'HeapAlloc'; 'RegCloseKey'),311,46,265,0.676470588,0.828125,0,0.151654412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapAlloc'; 'HeapAlloc'; 'LocalFree'),312,46,266,0.676470588,0.83125,0,0.154779412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapAlloc'; 'HeapAlloc'; 'HeapFree'),316,46,270,0.676470588,0.84375,0,0.167279412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapAlloc'; 'HeapAlloc'; 'HeapAlloc'),317,46,271,0.676470588,0.846875,0,0.170404412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapAlloc'; 'HeapAlloc'),317,46,271,0.676470588,0.846875,0,0.170404412
('RegOpenKeyExA'; 'RegOpenKeyExW'; 'HeapAlloc'),317,46,271,0.676470588,0.846875,0,0.170404412
('RegOpenKeyExA'; 'RegOpenKeyExW'),355,55,300,0.808823529,0.9375,0,0.128676471
('RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegQueryValueExW'; 'RegQueryValueExW'),330,55,275,0.808823529,0.859375,0,0.050551471
('RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegQueryValueExW'; 'RegOpenKeyExW'),316,53,263,0.779411765,0.821875,0,0.042463235
('RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegQueryValueExW'; 'RegOpenKeyExA'),317,54,263,0.794117647,0.821875,0,0.027757353
('RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegQueryValueExW'; 'RegCloseKey'),332,55,277,0.808823529,0.865625,0,0.056801471
('RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegQueryValueExW'; 'LoadLibraryA'),321,52,269,0.764705882,0.840625,0,0.075919118
('RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegQueryValueExW'),332,55,277,0.808823529,0.865625,0,0.056801471
('RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegOpenKeyExW'; 'RegQueryValueExW'),316,52,264,0.764705882,0.825,0,0.060294118
('RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegOpenKeyExW'; 'RegOpenKeyExA'),315,53,262,0.779411765,0.81875,0,0.039338235
('RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegOpenKeyExW'; 'RegCloseKey'),320,54,266,0.794117647,0.83125,0,0.037132353
('RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegOpenKeyExW'; 'LoadLibraryA'),311,51,260,0.75,0.8125,0,0.0625
('RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegOpenKeyExW'),320,54,266,0.794117647,0.83125,0,0.037132353
('RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegOpenKeyExA'; 'RegQueryValueExW'),312,52,260,0.764705882,0.8125,0,0.047794118
('RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegOpenKeyExA'; 'RegOpenKeyExW'),312,53,259,0.779411765,0.809375,0,0.029963235
('RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegOpenKeyExA'; 'RegOpenKeyExA'),317,54,263,0.794117647,0.821875,0,0.027757353
('RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegOpenKeyExA'; 'RegCloseKey'),321,54,267,0.794117647,0.834375,0,0.040257353
('RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegOpenKeyExA'),322,54,268,0.794117647,0.8375,0,0.043382353
('RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegCloseKey'; 'RegQueryValueExW'),332,55,277,0.808823529,0.865625,0,0.056801471
('RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegCloseKey'; 'RegOpenKeyExW'),320,54,266,0.794117647,0.83125,0,0.037132353
('RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegCloseKey'; 'RegOpenKeyExA'),322,54,268,0.794117647,0.8375,0,0.043382353
('RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegCloseKey'; 'RegCloseKey'),334,55,279,0.808823529,0.871875,0,0.063051471
('RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegCloseKey'; 'LoadLibraryA'),325,52,273,0.764705882,0.853125,0,0.088419118
('RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'RegCloseKey'),336,55,281,0.808823529,0.878125,0,0.069301471
('RegOpenKeyExA'; 'RegOpenKeyExA'; 'RegQueryValueExW'; 'LoadLibraryA'; 'RegQueryValueExW'),320,52,268,0.764705882,0.8375,0,0.072794118
